Date,Province,ProductKey,Indice_IPC_produit,ProductLabel,Unit
2018-11,Alberta,milk,5.02,"Milk, 4 litres",Dollars
2018-11,Alberta,milk,3.74,"Soy milk, 1.89 litres",Dollars
2018-11,Alberta,milk,3.79,"Nut milk, 1.89 litres",Dollars
2018-12,Alberta,milk,2.36,"Milk, 1 litre",Dollars
2018-12,Alberta,milk,4.1,"Milk, 2 litres",Dollars
2018-12,Alberta,milk,5.02,"Milk, 4 litres",Dollars
2018-12,Alberta,milk,3.99,"Soy milk, 1.89 litres",Dollars
2018-12,Alberta,milk,3.89,"Nut milk, 1.89 litres",Dollars
2019-01,Alberta,milk,2.35,"Milk, 1 litre",Dollars
2019-01,Alberta,milk,4.09,"Milk, 2 litres",Dollars
2019-01,Alberta,milk,5.01,"Milk, 4 litres",Dollars
2019-01,Alberta,milk,3.68,"Soy milk, 1.89 litres",Dollars
2019-01,Alberta,milk,3.75,"Nut milk, 1.89 litres",Dollars
2019-02,Alberta,milk,2.35,"Milk, 1 litre",Dollars
2019-02,Alberta,milk,4.1,"Milk, 2 litres",Dollars
2019-02,Alberta,milk,4.99,"Milk, 4 litres",Dollars
2019-02,Alberta,milk,3.86,"Soy milk, 1.89 litres",Dollars
2019-02,Alberta,milk,3.88,"Nut milk, 1.89 litres",Dollars
2019-03,Alberta,milk,2.35,"Milk, 1 litre",Dollars
2019-03,Alberta,milk,4.09,"Milk, 2 litres",Dollars
2019-03,Alberta,milk,4.94,"Milk, 4 litres",Dollars
2019-03,Alberta,milk,3.99,"Soy milk, 1.89 litres",Dollars
2019-03,Alberta,milk,3.96,"Nut milk, 1.89 litres",Dollars
2019-04,Alberta,milk,2.36,"Milk, 1 litre",Dollars
2019-04,Alberta,milk,4.03,"Milk, 2 litres",Dollars
2019-04,Alberta,milk,4.9,"Milk, 4 litres",Dollars
2019-04,Alberta,milk,3.79,"Soy milk, 1.89 litres",Dollars
2019-04,Alberta,milk,3.91,"Nut milk, 1.89 litres",Dollars
2019-05,Alberta,milk,2.38,"Milk, 1 litre",Dollars
2019-05,Alberta,milk,4.06,"Milk, 2 litres",Dollars
2019-05,Alberta,milk,4.89,"Milk, 4 litres",Dollars
2019-05,Alberta,milk,3.85,"Soy milk, 1.89 litres",Dollars
2019-05,Alberta,milk,3.9,"Nut milk, 1.89 litres",Dollars
2019-06,Alberta,milk,2.41,"Milk, 1 litre",Dollars
2019-06,Alberta,milk,4.11,"Milk, 2 litres",Dollars
2019-06,Alberta,milk,4.83,"Milk, 4 litres",Dollars
2019-06,Alberta,milk,3.96,"Soy milk, 1.89 litres",Dollars
2019-06,Alberta,milk,3.94,"Nut milk, 1.89 litres",Dollars
2019-07,Alberta,milk,2.41,"Milk, 1 litre",Dollars
2019-07,Alberta,milk,4.13,"Milk, 2 litres",Dollars
2019-07,Alberta,milk,4.83,"Milk, 4 litres",Dollars
2019-07,Alberta,milk,3.93,"Soy milk, 1.89 litres",Dollars
2019-07,Alberta,milk,4.02,"Nut milk, 1.89 litres",Dollars
2019-08,Alberta,milk,2.42,"Milk, 1 litre",Dollars
2019-08,Alberta,milk,4.08,"Milk, 2 litres",Dollars
2019-08,Alberta,milk,4.82,"Milk, 4 litres",Dollars
2019-08,Alberta,milk,3.81,"Soy milk, 1.89 litres",Dollars
2019-08,Alberta,milk,3.9,"Nut milk, 1.89 litres",Dollars
2019-09,Alberta,milk,2.42,"Milk, 1 litre",Dollars
2019-09,Alberta,milk,4.07,"Milk, 2 litres",Dollars
2019-09,Alberta,milk,4.86,"Milk, 4 litres",Dollars
2019-09,Alberta,milk,3.72,"Soy milk, 1.89 litres",Dollars
2019-09,Alberta,milk,3.75,"Nut milk, 1.89 litres",Dollars
2019-10,Alberta,milk,2.43,"Milk, 1 litre",Dollars
2019-10,Alberta,milk,4.1,"Milk, 2 litres",Dollars
2019-10,Alberta,milk,4.83,"Milk, 4 litres",Dollars
2019-10,Alberta,milk,3.8,"Soy milk, 1.89 litres",Dollars
2019-10,Alberta,milk,3.94,"Nut milk, 1.89 litres",Dollars
2019-11,Alberta,milk,2.44,"Milk, 1 litre",Dollars
2019-11,Alberta,milk,4.1,"Milk, 2 litres",Dollars
2019-11,Alberta,milk,4.84,"Milk, 4 litres",Dollars
2019-11,Alberta,milk,3.69,"Soy milk, 1.89 litres",Dollars
2019-11,Alberta,milk,3.81,"Nut milk, 1.89 litres",Dollars
2019-12,Alberta,milk,2.44,"Milk, 1 litre",Dollars
2019-12,Alberta,milk,4.13,"Milk, 2 litres",Dollars
2019-12,Alberta,milk,4.85,"Milk, 4 litres",Dollars
2019-12,Alberta,milk,4.02,"Soy milk, 1.89 litres",Dollars
2019-12,Alberta,milk,3.98,"Nut milk, 1.89 litres",Dollars
2020-01,Alberta,milk,2.44,"Milk, 1 litre",Dollars
2020-01,Alberta,milk,4.18,"Milk, 2 litres",Dollars
2020-01,Alberta,milk,4.91,"Milk, 4 litres",Dollars
2020-01,Alberta,milk,3.83,"Soy milk, 1.89 litres",Dollars
2020-01,Alberta,milk,3.93,"Nut milk, 1.89 litres",Dollars
2020-02,Alberta,milk,2.48,"Milk, 1 litre",Dollars
2020-02,Alberta,milk,4.24,"Milk, 2 litres",Dollars
2020-02,Alberta,milk,5.0,"Milk, 4 litres",Dollars
2020-02,Alberta,milk,3.72,"Soy milk, 1.89 litres",Dollars
2020-02,Alberta,milk,3.87,"Nut milk, 1.89 litres",Dollars
2020-03,Alberta,milk,2.51,"Milk, 1 litre",Dollars
2020-03,Alberta,milk,4.32,"Milk, 2 litres",Dollars
2020-03,Alberta,milk,4.92,"Milk, 4 litres",Dollars
2020-03,Alberta,milk,3.98,"Soy milk, 1.89 litres",Dollars
2020-03,Alberta,milk,4.09,"Nut milk, 1.89 litres",Dollars
2020-04,Alberta,milk,2.48,"Milk, 1 litre",Dollars
2020-04,Alberta,milk,4.22,"Milk, 2 litres",Dollars
2020-04,Alberta,milk,4.97,"Milk, 4 litres",Dollars
2020-04,Alberta,milk,3.78,"Soy milk, 1.89 litres",Dollars
2020-04,Alberta,milk,3.89,"Nut milk, 1.89 litres",Dollars
2020-05,Alberta,milk,2.49,"Milk, 1 litre",Dollars
2020-05,Alberta,milk,4.35,"Milk, 2 litres",Dollars
2020-05,Alberta,milk,4.94,"Milk, 4 litres",Dollars
2020-05,Alberta,milk,4.01,"Soy milk, 1.89 litres",Dollars
2020-05,Alberta,milk,3.92,"Nut milk, 1.89 litres",Dollars
2020-06,Alberta,milk,2.49,"Milk, 1 litre",Dollars
2020-06,Alberta,milk,4.33,"Milk, 2 litres",Dollars
2020-06,Alberta,milk,4.97,"Milk, 4 litres",Dollars
2020-06,Alberta,milk,3.76,"Soy milk, 1.89 litres",Dollars
2020-06,Alberta,milk,3.79,"Nut milk, 1.89 litres",Dollars
2020-07,Alberta,milk,2.49,"Milk, 1 litre",Dollars
2020-07,Alberta,milk,4.31,"Milk, 2 litres",Dollars
2020-07,Alberta,milk,4.97,"Milk, 4 litres",Dollars
2020-07,Alberta,milk,3.74,"Soy milk, 1.89 litres",Dollars
2020-07,Alberta,milk,3.85,"Nut milk, 1.89 litres",Dollars
2020-08,Alberta,milk,2.5,"Milk, 1 litre",Dollars
2020-08,Alberta,milk,4.31,"Milk, 2 litres",Dollars
2020-08,Alberta,milk,4.96,"Milk, 4 litres",Dollars
2020-08,Alberta,milk,3.8,"Soy milk, 1.89 litres",Dollars
2020-08,Alberta,milk,3.89,"Nut milk, 1.89 litres",Dollars
2020-09,Alberta,milk,2.5,"Milk, 1 litre",Dollars
2020-09,Alberta,milk,4.33,"Milk, 2 litres",Dollars
2020-09,Alberta,milk,4.97,"Milk, 4 litres",Dollars
2020-09,Alberta,milk,3.89,"Soy milk, 1.89 litres",Dollars
2020-09,Alberta,milk,3.95,"Nut milk, 1.89 litres",Dollars
2020-10,Alberta,milk,2.49,"Milk, 1 litre",Dollars
2020-10,Alberta,milk,4.35,"Milk, 2 litres",Dollars
2020-10,Alberta,milk,4.98,"Milk, 4 litres",Dollars
2020-10,Alberta,milk,3.71,"Soy milk, 1.89 litres",Dollars
2020-10,Alberta,milk,3.83,"Nut milk, 1.89 litres",Dollars
2020-11,Alberta,milk,2.51,"Milk, 1 litre",Dollars
2020-11,Alberta,milk,4.33,"Milk, 2 litres",Dollars
2020-11,Alberta,milk,4.97,"Milk, 4 litres",Dollars
2020-11,Alberta,milk,3.77,"Soy milk, 1.89 litres",Dollars
2020-11,Alberta,milk,3.87,"Nut milk, 1.89 litres",Dollars
2020-12,Alberta,milk,2.51,"Milk, 1 litre",Dollars
2020-12,Alberta,milk,4.29,"Milk, 2 litres",Dollars
2020-12,Alberta,milk,4.93,"Milk, 4 litres",Dollars
2020-12,Alberta,milk,3.87,"Soy milk, 1.89 litres",Dollars
2020-12,Alberta,milk,3.96,"Nut milk, 1.89 litres",Dollars
2021-01,Alberta,milk,2.51,"Milk, 1 litre",Dollars
2021-01,Alberta,milk,4.3,"Milk, 2 litres",Dollars
2021-01,Alberta,milk,4.94,"Milk, 4 litres",Dollars
2021-01,Alberta,milk,3.55,"Soy milk, 1.89 litres",Dollars
2021-01,Alberta,milk,3.68,"Nut milk, 1.89 litres",Dollars
2021-02,Alberta,milk,2.58,"Milk, 1 litre",Dollars
2021-02,Alberta,milk,4.44,"Milk, 2 litres",Dollars
2021-02,Alberta,milk,5.1,"Milk, 4 litres",Dollars
2021-02,Alberta,milk,3.91,"Soy milk, 1.89 litres",Dollars
2021-02,Alberta,milk,3.91,"Nut milk, 1.89 litres",Dollars
2021-03,Alberta,milk,2.57,"Milk, 1 litre",Dollars
2021-03,Alberta,milk,4.47,"Milk, 2 litres",Dollars
2021-03,Alberta,milk,5.07,"Milk, 4 litres",Dollars
2021-03,Alberta,milk,3.82,"Soy milk, 1.89 litres",Dollars
2021-03,Alberta,milk,3.85,"Nut milk, 1.89 litres",Dollars
2021-04,Alberta,milk,2.58,"Milk, 1 litre",Dollars
2021-04,Alberta,milk,4.47,"Milk, 2 litres",Dollars
2021-04,Alberta,milk,5.09,"Milk, 4 litres",Dollars
2021-04,Alberta,milk,3.68,"Soy milk, 1.89 litres",Dollars
2021-04,Alberta,milk,3.72,"Nut milk, 1.89 litres",Dollars
2021-05,Alberta,milk,2.58,"Milk, 1 litre",Dollars
2021-05,Alberta,milk,4.44,"Milk, 2 litres",Dollars
2021-05,Alberta,milk,5.1,"Milk, 4 litres",Dollars
2021-05,Alberta,milk,3.98,"Soy milk, 1.89 litres",Dollars
2021-05,Alberta,milk,3.93,"Nut milk, 1.89 litres",Dollars
2021-06,Alberta,milk,2.57,"Milk, 1 litre",Dollars
2021-06,Alberta,milk,4.43,"Milk, 2 litres",Dollars
2021-06,Alberta,milk,5.1,"Milk, 4 litres",Dollars
2021-06,Alberta,milk,4.11,"Soy milk, 1.89 litres",Dollars
2021-06,Alberta,milk,4.07,"Nut milk, 1.89 litres",Dollars
2021-07,Alberta,milk,2.58,"Milk, 1 litre",Dollars
2021-07,Alberta,milk,4.44,"Milk, 2 litres",Dollars
2021-07,Alberta,milk,5.12,"Milk, 4 litres",Dollars
2021-07,Alberta,milk,3.7,"Soy milk, 1.89 litres",Dollars
2021-07,Alberta,milk,3.84,"Nut milk, 1.89 litres",Dollars
2021-08,Alberta,milk,2.58,"Milk, 1 litre",Dollars
2021-08,Alberta,milk,4.46,"Milk, 2 litres",Dollars
2021-08,Alberta,milk,5.12,"Milk, 4 litres",Dollars
2021-08,Alberta,milk,3.77,"Soy milk, 1.89 litres",Dollars
2021-08,Alberta,milk,3.84,"Nut milk, 1.89 litres",Dollars
2021-09,Alberta,milk,2.57,"Milk, 1 litre",Dollars
2021-09,Alberta,milk,4.45,"Milk, 2 litres",Dollars
2021-09,Alberta,milk,5.06,"Milk, 4 litres",Dollars
2021-09,Alberta,milk,3.73,"Soy milk, 1.89 litres",Dollars
2021-09,Alberta,milk,3.81,"Nut milk, 1.89 litres",Dollars
2021-10,Alberta,milk,2.57,"Milk, 1 litre",Dollars
2021-10,Alberta,milk,4.43,"Milk, 2 litres",Dollars
2021-10,Alberta,milk,5.07,"Milk, 4 litres",Dollars
2021-10,Alberta,milk,3.71,"Soy milk, 1.89 litres",Dollars
2021-10,Alberta,milk,3.74,"Nut milk, 1.89 litres",Dollars
2021-11,Alberta,milk,2.58,"Milk, 1 litre",Dollars
2021-11,Alberta,milk,4.43,"Milk, 2 litres",Dollars
2021-11,Alberta,milk,5.05,"Milk, 4 litres",Dollars
2021-11,Alberta,milk,3.75,"Soy milk, 1.89 litres",Dollars
2021-11,Alberta,milk,3.83,"Nut milk, 1.89 litres",Dollars
2021-12,Alberta,milk,2.58,"Milk, 1 litre",Dollars
2021-12,Alberta,milk,4.45,"Milk, 2 litres",Dollars
2021-12,Alberta,milk,5.05,"Milk, 4 litres",Dollars
2021-12,Alberta,milk,3.74,"Soy milk, 1.89 litres",Dollars
2021-12,Alberta,milk,3.84,"Nut milk, 1.89 litres",Dollars
2022-01,Alberta,milk,2.57,"Milk, 1 litre",Dollars
2022-01,Alberta,milk,4.4,"Milk, 2 litres",Dollars
2022-01,Alberta,milk,5.04,"Milk, 4 litres",Dollars
2022-01,Alberta,milk,3.67,"Soy milk, 1.89 litres",Dollars
2022-01,Alberta,milk,3.66,"Nut milk, 1.89 litres",Dollars
2022-02,Alberta,milk,2.73,"Milk, 1 litre",Dollars
2022-02,Alberta,milk,4.67,"Milk, 2 litres",Dollars
2022-02,Alberta,milk,5.44,"Milk, 4 litres",Dollars
2022-02,Alberta,milk,3.79,"Soy milk, 1.89 litres",Dollars
2022-02,Alberta,milk,3.79,"Nut milk, 1.89 litres",Dollars
2022-03,Alberta,milk,2.75,"Milk, 1 litre",Dollars
2022-03,Alberta,milk,4.71,"Milk, 2 litres",Dollars
2022-03,Alberta,milk,5.54,"Milk, 4 litres",Dollars
2022-03,Alberta,milk,4.0,"Soy milk, 1.89 litres",Dollars
2022-03,Alberta,milk,3.91,"Nut milk, 1.89 litres",Dollars
2022-04,Alberta,milk,2.75,"Milk, 1 litre",Dollars
2022-04,Alberta,milk,4.67,"Milk, 2 litres",Dollars
2022-04,Alberta,milk,5.56,"Milk, 4 litres",Dollars
2022-04,Alberta,milk,3.99,"Soy milk, 1.89 litres",Dollars
2022-04,Alberta,milk,3.99,"Nut milk, 1.89 litres",Dollars
2022-05,Alberta,milk,2.75,"Milk, 1 litre",Dollars
2022-05,Alberta,milk,4.68,"Milk, 2 litres",Dollars
2022-05,Alberta,milk,5.56,"Milk, 4 litres",Dollars
2022-05,Alberta,milk,4.03,"Soy milk, 1.89 litres",Dollars
2022-05,Alberta,milk,4.04,"Nut milk, 1.89 litres",Dollars
2022-06,Alberta,milk,2.76,"Milk, 1 litre",Dollars
2022-06,Alberta,milk,4.69,"Milk, 2 litres",Dollars
2022-06,Alberta,milk,5.55,"Milk, 4 litres",Dollars
2022-06,Alberta,milk,3.87,"Soy milk, 1.89 litres",Dollars
2022-06,Alberta,milk,4.01,"Nut milk, 1.89 litres",Dollars
2022-07,Alberta,milk,2.77,"Milk, 1 litre",Dollars
2022-07,Alberta,milk,4.65,"Milk, 2 litres",Dollars
2022-07,Alberta,milk,5.55,"Milk, 4 litres",Dollars
2022-07,Alberta,milk,4.03,"Soy milk, 1.89 litres",Dollars
2022-07,Alberta,milk,3.97,"Nut milk, 1.89 litres",Dollars
2022-08,Alberta,milk,2.78,"Milk, 1 litre",Dollars
2022-08,Alberta,milk,4.63,"Milk, 2 litres",Dollars
2022-08,Alberta,milk,5.57,"Milk, 4 litres",Dollars
2022-08,Alberta,milk,3.81,"Soy milk, 1.89 litres",Dollars
2022-08,Alberta,milk,3.94,"Nut milk, 1.89 litres",Dollars
2022-09,Alberta,milk,2.93,"Milk, 1 litre",Dollars
2022-09,Alberta,milk,4.88,"Milk, 2 litres",Dollars
2022-09,Alberta,milk,5.87,"Milk, 4 litres",Dollars
2022-09,Alberta,milk,4.09,"Soy milk, 1.89 litres",Dollars
2022-09,Alberta,milk,4.07,"Nut milk, 1.89 litres",Dollars
2022-10,Alberta,milk,2.91,"Milk, 1 litre",Dollars
2022-10,Alberta,milk,4.91,"Milk, 2 litres",Dollars
2022-10,Alberta,milk,5.86,"Milk, 4 litres",Dollars
2022-10,Alberta,milk,4.07,"Soy milk, 1.89 litres",Dollars
2022-10,Alberta,milk,4.06,"Nut milk, 1.89 litres",Dollars
2022-11,Alberta,milk,2.88,"Milk, 1 litre",Dollars
2022-11,Alberta,milk,4.84,"Milk, 2 litres",Dollars
2022-11,Alberta,milk,5.85,"Milk, 4 litres",Dollars
2022-11,Alberta,milk,4.14,"Soy milk, 1.89 litres",Dollars
2022-11,Alberta,milk,4.07,"Nut milk, 1.89 litres",Dollars
2022-12,Alberta,milk,2.9,"Milk, 1 litre",Dollars
2022-12,Alberta,milk,4.95,"Milk, 2 litres",Dollars
2022-12,Alberta,milk,5.85,"Milk, 4 litres",Dollars
2022-12,Alberta,milk,4.05,"Soy milk, 1.89 litres",Dollars
2022-12,Alberta,milk,4.14,"Nut milk, 1.89 litres",Dollars
2023-01,Alberta,milk,2.87,"Milk, 1 litre",Dollars
2023-01,Alberta,milk,4.88,"Milk, 2 litres",Dollars
2023-01,Alberta,milk,5.86,"Milk, 4 litres",Dollars
2023-01,Alberta,milk,4.11,"Soy milk, 1.89 litres",Dollars
2023-01,Alberta,milk,4.11,"Nut milk, 1.89 litres",Dollars
2023-02,Alberta,milk,2.95,"Milk, 1 litre",Dollars
2023-02,Alberta,milk,5.02,"Milk, 2 litres",Dollars
2023-02,Alberta,milk,5.97,"Milk, 4 litres",Dollars
2023-02,Alberta,milk,3.99,"Soy milk, 1.89 litres",Dollars
2023-02,Alberta,milk,4.1,"Nut milk, 1.89 litres",Dollars
2023-03,Alberta,milk,2.97,"Milk, 1 litre",Dollars
2023-03,Alberta,milk,5.08,"Milk, 2 litres",Dollars
2023-03,Alberta,milk,5.99,"Milk, 4 litres",Dollars
2023-03,Alberta,milk,4.12,"Soy milk, 1.89 litres",Dollars
2023-03,Alberta,milk,4.18,"Nut milk, 1.89 litres",Dollars
2023-04,Alberta,milk,2.96,"Milk, 1 litre",Dollars
2023-04,Alberta,milk,5.04,"Milk, 2 litres",Dollars
2023-04,Alberta,milk,6.03,"Milk, 4 litres",Dollars
2023-04,Alberta,milk,4.35,"Soy milk, 1.89 litres",Dollars
2023-04,Alberta,milk,4.32,"Nut milk, 1.89 litres",Dollars
2023-05,Alberta,milk,2.96,"Milk, 1 litre",Dollars
2023-05,Alberta,milk,4.97,"Milk, 2 litres",Dollars
2023-05,Alberta,milk,6.02,"Milk, 4 litres",Dollars
2023-05,Alberta,milk,4.23,"Soy milk, 1.89 litres",Dollars
2023-05,Alberta,milk,4.17,"Nut milk, 1.89 litres",Dollars
2023-06,Alberta,milk,2.97,"Milk, 1 litre",Dollars
2023-06,Alberta,milk,5.05,"Milk, 2 litres",Dollars
2023-06,Alberta,milk,5.98,"Milk, 4 litres",Dollars
2023-06,Alberta,milk,4.47,"Soy milk, 1.89 litres",Dollars
2023-06,Alberta,milk,4.41,"Nut milk, 1.89 litres",Dollars
2023-07,Alberta,milk,2.97,"Milk, 1 litre",Dollars
2023-07,Alberta,milk,5.07,"Milk, 2 litres",Dollars
2023-07,Alberta,milk,5.89,"Milk, 4 litres",Dollars
2023-07,Alberta,milk,4.33,"Soy milk, 1.89 litres",Dollars
2023-07,Alberta,milk,4.24,"Nut milk, 1.89 litres",Dollars
2023-08,Alberta,milk,2.97,"Milk, 1 litre",Dollars
2023-08,Alberta,milk,5.06,"Milk, 2 litres",Dollars
2023-08,Alberta,milk,5.9,"Milk, 4 litres",Dollars
2023-08,Alberta,milk,4.08,"Soy milk, 1.89 litres",Dollars
2023-08,Alberta,milk,4.21,"Nut milk, 1.89 litres",Dollars
2023-09,Alberta,milk,2.97,"Milk, 1 litre",Dollars
2023-09,Alberta,milk,5.07,"Milk, 2 litres",Dollars
2023-09,Alberta,milk,5.91,"Milk, 4 litres",Dollars
2023-09,Alberta,milk,4.27,"Soy milk, 1.89 litres",Dollars
2023-09,Alberta,milk,4.22,"Nut milk, 1.89 litres",Dollars
2023-10,Alberta,milk,2.98,"Milk, 1 litre",Dollars
2023-10,Alberta,milk,5.07,"Milk, 2 litres",Dollars
2023-10,Alberta,milk,5.91,"Milk, 4 litres",Dollars
2023-10,Alberta,milk,4.33,"Soy milk, 1.89 litres",Dollars
2023-10,Alberta,milk,4.25,"Nut milk, 1.89 litres",Dollars
2023-11,Alberta,milk,2.93,"Milk, 1 litre",Dollars
2023-11,Alberta,milk,5.08,"Milk, 2 litres",Dollars
2023-11,Alberta,milk,5.91,"Milk, 4 litres",Dollars
2023-11,Alberta,milk,4.05,"Soy milk, 1.89 litres",Dollars
2023-11,Alberta,milk,3.93,"Nut milk, 1.89 litres",Dollars
2023-12,Alberta,milk,2.95,"Milk, 1 litre",Dollars
2023-12,Alberta,milk,5.12,"Milk, 2 litres",Dollars
2023-12,Alberta,milk,5.91,"Milk, 4 litres",Dollars
2023-12,Alberta,milk,4.11,"Soy milk, 1.89 litres",Dollars
2023-12,Alberta,milk,4.01,"Nut milk, 1.89 litres",Dollars
2024-01,Alberta,milk,2.89,"Milk, 1 litre",Dollars
2024-01,Alberta,milk,5.11,"Milk, 2 litres",Dollars
2024-01,Alberta,milk,5.87,"Milk, 4 litres",Dollars
2024-01,Alberta,milk,4.4,"Soy milk, 1.89 litres",Dollars
2024-01,Alberta,milk,4.35,"Nut milk, 1.89 litres",Dollars
2024-02,Alberta,milk,2.85,"Milk, 1 litre",Dollars
2024-02,Alberta,milk,5.02,"Milk, 2 litres",Dollars
2024-02,Alberta,milk,5.88,"Milk, 4 litres",Dollars
2024-02,Alberta,milk,4.51,"Soy milk, 1.89 litres",Dollars
2024-02,Alberta,milk,4.41,"Nut milk, 1.89 litres",Dollars
2024-03,Alberta,milk,2.92,"Milk, 1 litre",Dollars
2024-03,Alberta,milk,5.07,"Milk, 2 litres",Dollars
2024-03,Alberta,milk,5.88,"Milk, 4 litres",Dollars
2024-03,Alberta,milk,4.32,"Soy milk, 1.89 litres",Dollars
2024-03,Alberta,milk,4.29,"Nut milk, 1.89 litres",Dollars
2024-04,Alberta,milk,2.92,"Milk, 1 litre",Dollars
2024-04,Alberta,milk,5.08,"Milk, 2 litres",Dollars
2024-04,Alberta,milk,5.87,"Milk, 4 litres",Dollars
2024-04,Alberta,milk,4.46,"Soy milk, 1.89 litres",Dollars
2024-04,Alberta,milk,4.42,"Nut milk, 1.89 litres",Dollars
2024-05,Alberta,milk,2.97,"Milk, 1 litre",Dollars
2024-05,Alberta,milk,5.12,"Milk, 2 litres",Dollars
2024-05,Alberta,milk,6.0,"Milk, 4 litres",Dollars
2024-05,Alberta,milk,4.17,"Soy milk, 1.89 litres",Dollars
2024-05,Alberta,milk,4.26,"Nut milk, 1.89 litres",Dollars
2024-06,Alberta,milk,2.98,"Milk, 1 litre",Dollars
2024-06,Alberta,milk,5.2,"Milk, 2 litres",Dollars
2024-06,Alberta,milk,6.01,"Milk, 4 litres",Dollars
2024-06,Alberta,milk,4.42,"Soy milk, 1.89 litres",Dollars
2024-06,Alberta,milk,4.39,"Nut milk, 1.89 litres",Dollars
2024-07,Alberta,milk,2.96,"Milk, 1 litre",Dollars
2024-07,Alberta,milk,5.17,"Milk, 2 litres",Dollars
2024-07,Alberta,milk,5.99,"Milk, 4 litres",Dollars
2024-07,Alberta,milk,4.51,"Soy milk, 1.89 litres",Dollars
2024-07,Alberta,milk,4.42,"Nut milk, 1.89 litres",Dollars
2024-08,Alberta,milk,2.99,"Milk, 1 litre",Dollars
2024-08,Alberta,milk,5.21,"Milk, 2 litres",Dollars
2024-08,Alberta,milk,5.99,"Milk, 4 litres",Dollars
2024-08,Alberta,milk,4.6,"Soy milk, 1.89 litres",Dollars
2024-08,Alberta,milk,4.32,"Nut milk, 1.89 litres",Dollars
2024-09,Alberta,milk,2.99,"Milk, 1 litre",Dollars
2024-09,Alberta,milk,5.18,"Milk, 2 litres",Dollars
2024-09,Alberta,milk,6.0,"Milk, 4 litres",Dollars
2024-09,Alberta,milk,4.37,"Soy milk, 1.89 litres",Dollars
2024-09,Alberta,milk,4.36,"Nut milk, 1.89 litres",Dollars
2024-10,Alberta,milk,2.98,"Milk, 1 litre",Dollars
2024-10,Alberta,milk,5.18,"Milk, 2 litres",Dollars
2024-10,Alberta,milk,5.97,"Milk, 4 litres",Dollars
2024-10,Alberta,milk,4.35,"Soy milk, 1.89 litres",Dollars
2024-10,Alberta,milk,4.11,"Nut milk, 1.89 litres",Dollars
2024-11,Alberta,milk,2.98,"Milk, 1 litre",Dollars
2024-11,Alberta,milk,5.22,"Milk, 2 litres",Dollars
2024-11,Alberta,milk,5.97,"Milk, 4 litres",Dollars
2024-11,Alberta,milk,4.4,"Soy milk, 1.89 litres",Dollars
2024-11,Alberta,milk,4.37,"Nut milk, 1.89 litres",Dollars
2024-12,Alberta,milk,2.96,"Milk, 1 litre",Dollars
2024-12,Alberta,milk,5.2,"Milk, 2 litres",Dollars
2024-12,Alberta,milk,5.96,"Milk, 4 litres",Dollars
2024-12,Alberta,milk,4.38,"Soy milk, 1.89 litres",Dollars
2024-12,Alberta,milk,4.34,"Nut milk, 1.89 litres",Dollars
2025-01,Alberta,milk,2.94,"Milk, 1 litre",Dollars
2025-01,Alberta,milk,5.24,"Milk, 2 litres",Dollars
2025-01,Alberta,milk,5.97,"Milk, 4 litres",Dollars
2025-01,Alberta,milk,4.41,"Soy milk, 1.89 litres",Dollars
2025-01,Alberta,milk,4.31,"Nut milk, 1.89 litres",Dollars
2025-02,Alberta,milk,2.97,"Milk, 1 litre",Dollars
2025-02,Alberta,milk,5.29,"Milk, 2 litres",Dollars
2025-02,Alberta,milk,6.07,"Milk, 4 litres",Dollars
2025-02,Alberta,milk,4.35,"Soy milk, 1.89 litres",Dollars
2025-02,Alberta,milk,4.45,"Nut milk, 1.89 litres",Dollars
2025-03,Alberta,milk,3.0,"Milk, 1 litre",Dollars
2025-03,Alberta,milk,5.31,"Milk, 2 litres",Dollars
2025-03,Alberta,milk,6.16,"Milk, 4 litres",Dollars
2025-03,Alberta,milk,4.3,"Soy milk, 1.89 litres",Dollars
2025-03,Alberta,milk,4.35,"Nut milk, 1.89 litres",Dollars
2025-04,Alberta,milk,2.99,"Milk, 1 litre",Dollars
2025-04,Alberta,milk,5.33,"Milk, 2 litres",Dollars
2025-04,Alberta,milk,6.15,"Milk, 4 litres",Dollars
2025-04,Alberta,milk,4.14,"Soy milk, 1.89 litres",Dollars
2025-04,Alberta,milk,4.21,"Nut milk, 1.89 litres",Dollars
2025-05,Alberta,milk,3.0,"Milk, 1 litre",Dollars
2025-05,Alberta,milk,5.32,"Milk, 2 litres",Dollars
2025-05,Alberta,milk,6.17,"Milk, 4 litres",Dollars
2025-05,Alberta,milk,4.08,"Soy milk, 1.89 litres",Dollars
2025-05,Alberta,milk,4.13,"Nut milk, 1.89 litres",Dollars
2025-06,Alberta,milk,3.0,"Milk, 1 litre",Dollars
2025-06,Alberta,milk,5.3,"Milk, 2 litres",Dollars
2025-06,Alberta,milk,6.16,"Milk, 4 litres",Dollars
2025-06,Alberta,milk,4.24,"Soy milk, 1.89 litres",Dollars
2025-06,Alberta,milk,4.25,"Nut milk, 1.89 litres",Dollars
2025-07,Alberta,milk,3.0,"Milk, 1 litre",Dollars
2025-07,Alberta,milk,5.3,"Milk, 2 litres",Dollars
2025-07,Alberta,milk,6.16,"Milk, 4 litres",Dollars
2025-07,Alberta,milk,4.29,"Soy milk, 1.89 litres",Dollars
2025-07,Alberta,milk,4.34,"Nut milk, 1.89 litres",Dollars
